XY					
	CURVE1 (new-5mmolar-14btmapaq-CV-nitrogen-300mvps.DTA)[BKS]		CURVE2 (new-5mmolar-14btmapaq-CV-nitrogen-300mvps.DTA)[BKS]		
1.98E-01	4.77E-04				
1.99E-01	4.82E-04				
2.00E-01	4.85E-04				
2.01E-01	4.89E-04				
2.02E-01	4.94E-04				
2.03E-01	4.99E-04				
2.04E-01	5.03E-04				
2.05E-01	5.06E-04				
2.06E-01	5.11E-04				
2.07E-01	5.13E-04				
2.08E-01	5.18E-04				
2.09E-01	5.22E-04				
2.10E-01	5.26E-04				
2.11E-01	5.30E-04				
2.12E-01	5.33E-04				
2.13E-01	5.36E-04				
2.14E-01	5.40E-04				
2.15E-01	5.43E-04				
2.16E-01	5.45E-04				
2.17E-01	5.47E-04				
2.18E-01	5.47E-04				
2.19E-01	5.52E-04				
2.20E-01	5.54E-04				
2.21E-01	5.60E-04				
2.22E-01	5.60E-04				
2.23E-01	5.63E-04				
2.24E-01	5.64E-04				
2.25E-01	5.67E-04				
2.26E-01	5.68E-04				
2.27E-01	5.69E-04				
2.28E-01	5.70E-04				
2.29E-01	5.71E-04				
2.30E-01	5.72E-04				
2.31E-01	5.74E-04				
2.32E-01	5.74E-04				
2.33E-01	5.71E-04				
2.34E-01	5.73E-04				
2.35E-01	5.75E-04				
2.36E-01	5.74E-04				
2.37E-01	5.73E-04				
2.38E-01	5.74E-04				
2.39E-01	5.72E-04				
2.40E-01	5.72E-04				
2.41E-01	5.71E-04				
2.42E-01	5.70E-04				
2.43E-01	5.67E-04				
2.44E-01	5.66E-04				
2.45E-01	5.66E-04				
2.46E-01	5.65E-04				
2.47E-01	5.63E-04				
2.48E-01	5.59E-04				
2.49E-01	5.57E-04				
2.50E-01	5.54E-04				
2.51E-01	5.52E-04				
2.52E-01	5.50E-04				
2.53E-01	5.47E-04				
2.54E-01	5.44E-04				
2.55E-01	5.42E-04				
2.56E-01	5.40E-04				
2.57E-01	5.35E-04				
2.58E-01	5.33E-04				
2.59E-01	5.29E-04				
2.60E-01	5.28E-04				
2.61E-01	5.20E-04				
2.62E-01	5.18E-04				
2.63E-01	5.13E-04				
2.64E-01	5.12E-04				
2.65E-01	5.08E-04				
2.66E-01	5.05E-04				
2.67E-01	4.99E-04				
2.68E-01	4.97E-04				
2.69E-01	4.94E-04				
2.70E-01	4.89E-04				
2.71E-01	4.84E-04				
2.72E-01	4.80E-04				
2.73E-01	4.78E-04				
2.74E-01	4.74E-04				
2.75E-01	4.68E-04				
2.76E-01	4.66E-04				
2.77E-01	4.62E-04				
2.78E-01	4.59E-04				
2.79E-01	4.54E-04				
2.80E-01	4.50E-04				
2.81E-01	4.46E-04				
2.82E-01	4.44E-04				
2.83E-01	4.39E-04				
2.84E-01	4.36E-04				
2.85E-01	4.33E-04				
2.86E-01	4.29E-04				
2.87E-01	4.28E-04				
2.88E-01	4.22E-04				
2.89E-01	4.20E-04				
2.90E-01	4.17E-04				
2.91E-01	4.12E-04				
2.92E-01	4.08E-04				
2.93E-01	4.07E-04				
2.94E-01	4.03E-04				
2.95E-01	3.99E-04				
2.96E-01	3.97E-04				
2.97E-01	3.94E-04				
2.98E-01	3.92E-04				
2.99E-01	3.89E-04				
3.00E-01	3.84E-04				
3.01E-01	3.82E-04				
3.02E-01	3.79E-04				
3.03E-01	3.76E-04				
3.04E-01	3.75E-04				
3.05E-01	3.72E-04				
3.06E-01	3.68E-04				
3.07E-01	3.64E-04				
3.08E-01	3.63E-04				
3.09E-01	3.59E-04				
3.10E-01	3.59E-04				
3.11E-01	3.57E-04				
3.12E-01	3.53E-04				
3.13E-01	3.51E-04				
3.14E-01	3.48E-04				
3.15E-01	3.44E-04				
3.16E-01	3.43E-04				
3.17E-01	3.42E-04				
3.18E-01	3.39E-04				
3.19E-01	3.38E-04				
3.20E-01	3.35E-04				
3.21E-01	3.34E-04				
3.22E-01	3.32E-04				
3.23E-01	3.30E-04				
3.24E-01	3.27E-04				
3.25E-01	3.24E-04				
3.26E-01	3.24E-04				
3.27E-01	3.23E-04				
3.28E-01	3.18E-04				
3.29E-01	3.17E-04				
3.30E-01	3.16E-04				
3.31E-01	3.14E-04				
3.32E-01	3.12E-04				
3.33E-01	3.11E-04				
3.34E-01	3.10E-04				
3.35E-01	3.08E-04				
3.36E-01	3.06E-04				
3.37E-01	3.02E-04				
3.38E-01	3.00E-04				
3.39E-01	3.01E-04				
3.40E-01	2.99E-04				
3.41E-01	2.99E-04				
3.42E-01	2.97E-04				
3.43E-01	2.95E-04				
3.44E-01	2.92E-04				
3.45E-01	2.91E-04				
3.46E-01	2.90E-04				
3.47E-01	2.89E-04				
3.48E-01	2.87E-04				
3.49E-01	2.85E-04				
3.50E-01	2.85E-04				
3.51E-01	2.84E-04				
3.52E-01	2.83E-04				
3.53E-01	2.80E-04				
3.54E-01	2.77E-04				
3.55E-01	2.79E-04				
3.56E-01	2.76E-04				
3.57E-01	2.77E-04				
3.58E-01	2.74E-04				
3.59E-01	2.71E-04				
3.60E-01	2.69E-04				
3.61E-01	2.68E-04				
3.62E-01	2.70E-04				
3.63E-01	2.69E-04				
3.64E-01	2.66E-04				
3.65E-01	2.66E-04				
3.66E-01	2.65E-04				
3.67E-01	2.61E-04				
3.68E-01	2.63E-04				
3.69E-01	2.60E-04				
3.70E-01	2.61E-04				
3.71E-01	2.60E-04				
3.72E-01	2.59E-04				
3.73E-01	2.57E-04				
3.74E-01	2.56E-04				
3.75E-01	2.55E-04				
3.76E-01	2.55E-04				
3.77E-01	2.54E-04				
3.78E-01	2.53E-04				
3.79E-01	2.51E-04				
3.80E-01	2.49E-04				
3.81E-01	2.49E-04				
3.82E-01	2.47E-04				
3.83E-01	2.48E-04				
3.84E-01	2.48E-04				
3.85E-01	2.47E-04				
3.86E-01	2.45E-04				
3.87E-01	2.44E-04				
3.88E-01	2.44E-04				
3.89E-01	2.43E-04				
3.90E-01	2.43E-04				
3.91E-01	2.40E-04				
3.92E-01	2.39E-04				
3.93E-01	2.40E-04				
3.94E-01	2.38E-04				
3.95E-01	2.38E-04				
3.96E-01	2.36E-04				
3.97E-01	2.38E-04				
3.98E-01	2.35E-04				
3.99E-01	2.35E-04				
4.00E-01	2.35E-04				
4.01E-01	2.32E-04				
4.02E-01	2.33E-04				
4.03E-01	2.32E-04				
4.04E-01	2.32E-04				
4.05E-01	2.31E-04				
4.06E-01	2.29E-04				
4.07E-01	2.30E-04				
4.08E-01	2.29E-04				
4.09E-01	2.27E-04				
4.10E-01	2.27E-04				
4.11E-01	2.26E-04				
4.12E-01	2.26E-04				
4.13E-01	2.26E-04				
4.14E-01	2.25E-04				
4.15E-01	2.24E-04				
4.16E-01	2.23E-04				
4.17E-01	2.23E-04				
4.18E-01	2.20E-04				
4.19E-01	2.22E-04				
4.20E-01	2.20E-04				
4.21E-01	2.20E-04				
4.22E-01	2.20E-04				
4.23E-01	2.20E-04				
4.24E-01	2.20E-04				
4.25E-01	2.18E-04				
4.26E-01	2.18E-04				
4.27E-01	2.18E-04				
4.28E-01	2.17E-04				
4.29E-01	2.16E-04				
4.30E-01	2.17E-04				
4.31E-01	2.15E-04				
4.32E-01	2.16E-04				
4.33E-01	2.13E-04				
4.34E-01	2.14E-04				
4.35E-01	2.14E-04				
4.36E-01	2.13E-04				
4.37E-01	2.13E-04				
4.38E-01	2.11E-04				
4.39E-01	2.13E-04				
4.40E-01	2.10E-04				
4.41E-01	2.10E-04				
4.42E-01	2.11E-04				
4.43E-01	2.10E-04				
4.44E-01	2.10E-04				
4.45E-01	2.09E-04				
4.46E-01	2.07E-04				
4.47E-01	2.08E-04				
4.48E-01	2.08E-04				
4.49E-01	2.06E-04				
4.50E-01	2.05E-04				
4.51E-01	2.05E-04				
4.52E-01	2.08E-04				
4.53E-01	2.05E-04				
4.54E-01	2.05E-04				
4.55E-01	2.03E-04				
4.56E-01	2.05E-04				
4.57E-01	2.04E-04				
4.58E-01	2.02E-04				
4.59E-01	2.01E-04				
4.60E-01	2.02E-04				
4.61E-01	2.01E-04				
4.62E-01	2.01E-04				
4.63E-01	2.00E-04				
4.64E-01	2.00E-04				
4.65E-01	2.01E-04				
4.66E-01	1.99E-04				
4.67E-01	2.00E-04				
4.68E-01	2.00E-04				
4.69E-01	1.98E-04				
4.70E-01	1.98E-04				
4.71E-01	1.98E-04				
4.72E-01	1.97E-04				
4.73E-01	1.96E-04				
4.74E-01	1.96E-04				
4.75E-01	1.98E-04				
4.76E-01	1.97E-04				
4.77E-01	1.96E-04				
4.78E-01	1.96E-04				
4.79E-01	1.95E-04				
4.80E-01	1.95E-04				
4.81E-01	1.94E-04				
4.82E-01	1.95E-04				
4.83E-01	1.93E-04				
4.84E-01	1.94E-04				
4.85E-01	1.94E-04				
4.86E-01	1.92E-04				
4.87E-01	1.91E-04				
4.88E-01	1.92E-04				
4.89E-01	1.92E-04				
4.90E-01	1.93E-04				
4.91E-01	1.91E-04				
4.92E-01	1.93E-04				
4.93E-01	1.91E-04				
4.94E-01	1.92E-04				
4.95E-01	1.91E-04				
4.96E-01	1.89E-04				
4.97E-01	1.90E-04				
4.98E-01	1.87E-04				
4.99E-01	1.89E-04				
5.00E-01	1.88E-04				
5.01E-01	1.88E-04				
5.02E-01	1.88E-04				
5.03E-01	1.88E-04				
5.04E-01	1.87E-04				
5.05E-01	1.87E-04				
5.06E-01	1.87E-04				
5.07E-01	1.88E-04				
5.08E-01	1.86E-04				
5.09E-01	1.87E-04				
5.10E-01	1.87E-04				
5.11E-01	1.85E-04				
5.12E-01	1.87E-04				
5.13E-01	1.86E-04				
5.14E-01	1.84E-04				
5.15E-01	1.84E-04				
5.16E-01	1.85E-04				
5.17E-01	1.83E-04				
5.18E-01	1.84E-04				
5.19E-01	1.83E-04				
5.20E-01	1.84E-04				
5.21E-01	1.84E-04				
5.22E-01	1.83E-04				
5.23E-01	1.83E-04				
5.24E-01	1.83E-04				
5.25E-01	1.82E-04				
5.26E-01	1.82E-04				
5.27E-01	1.82E-04				
5.28E-01	1.82E-04				
5.29E-01	1.82E-04				
5.30E-01	1.83E-04				
5.31E-01	1.82E-04				
5.32E-01	1.81E-04				
5.33E-01	1.81E-04				
5.34E-01	1.81E-04				
5.35E-01	1.82E-04				
5.36E-01	1.81E-04				
5.37E-01	1.80E-04				
5.38E-01	1.81E-04				
5.39E-01	1.78E-04				
5.40E-01	1.79E-04				
5.41E-01	1.80E-04				
5.42E-01	1.78E-04				
5.43E-01	1.79E-04				
5.44E-01	1.77E-04				
5.45E-01	1.78E-04				
5.46E-01	1.77E-04				
5.47E-01	1.77E-04				
5.48E-01	1.77E-04				
5.49E-01	1.78E-04				
5.50E-01	1.76E-04				
5.51E-01	1.76E-04				
5.52E-01	1.77E-04				
5.53E-01	1.77E-04				
5.54E-01	1.75E-04				
5.55E-01	1.74E-04				
5.56E-01	1.75E-04				
5.57E-01	1.74E-04				
5.58E-01	1.74E-04				
5.59E-01	1.71E-04				
5.60E-01	1.73E-04				
5.61E-01	1.75E-04				
5.62E-01	1.71E-04				
5.63E-01	1.72E-04				
5.64E-01	1.74E-04				
5.65E-01	1.72E-04				
5.66E-01	1.71E-04				
5.67E-01	1.70E-04				
5.68E-01	1.71E-04				
5.69E-01	1.71E-04				
5.70E-01	1.69E-04				
5.71E-01	1.68E-04				
5.72E-01	1.68E-04				
5.73E-01	1.69E-04				
5.74E-01	1.67E-04				
5.75E-01	1.67E-04				
5.76E-01	1.68E-04				
5.77E-01	1.65E-04				
5.78E-01	1.67E-04				
5.79E-01	1.65E-04				
5.80E-01	1.65E-04				
5.81E-01	1.65E-04				
5.82E-01	1.65E-04				
5.83E-01	1.65E-04				
5.84E-01	1.66E-04				
5.85E-01	1.64E-04				
5.86E-01	1.64E-04				
5.87E-01	1.63E-04				
5.88E-01	1.64E-04				
5.89E-01	1.64E-04				
5.90E-01	1.63E-04				
5.91E-01	1.62E-04				
5.92E-01	1.62E-04				
5.93E-01	1.62E-04				
5.94E-01	1.60E-04				
5.95E-01	1.59E-04				
5.96E-01	1.59E-04				
5.97E-01	1.60E-04				
5.98E-01	1.60E-04				
					
